character,comic_title,format,date,event
Adam Warlock,What If? (1977) #34,Comic,1982-08-01 00:00:00+00:00,None
Adam Warlock,Marvel Two-in-One (1974) #75,Comic,1981-05-01 00:00:00+00:00,None
Adam Warlock,Marvel Two-in-One (1974) #63,Comic,1980-05-10 00:00:00+00:00,None
Adam Warlock,Marvel Two-in-One (1974) #61,Comic,1980-03-10 00:00:00+00:00,None
Adam Warlock,Marvel Team-Up (1972) #55,Comic,1977-03-01 00:00:00+00:00,None
Adam Warlock,Warlock (1972) #15,Comic,1976-11-01 00:00:00+00:00,None
Adam Warlock,Warlock (1972) #14,Comic,1976-08-01 00:00:00+00:00,None
Adam Warlock,Fantastic Four (1961) #172,Comic,1976-07-01 00:00:00+00:00,None
Adam Warlock,Warlock (1972) #13,Comic,1976-06-01 00:00:00+00:00,None
Adam Warlock,Warlock (1972) #12,Comic,1976-04-01 00:00:00+00:00,None
Adam Warlock,Warlock (1972) #11,Comic,1976-02-01 00:00:00+00:00,None
Adam Warlock,Warlock (1972) #10,Comic,1975-12-01 00:00:00+00:00,None
Adam Warlock,Warlock (1972) #9,Comic,1975-10-01 00:00:00+00:00,None
Adam Warlock,Strange Tales (1951) #180,Comic,1975-06-01 00:00:00+00:00,None
Adam Warlock,Strange Tales (1951) #179,Comic,1975-04-01 00:00:00+00:00,None
Adam Warlock,Strange Tales (1951) #178,Comic,1975-02-01 00:00:00+00:00,None
Adam Warlock,Incredible Hulk (1962) #178,Comic,1974-08-01 00:00:00+00:00,None
Adam Warlock,Incredible Hulk (1962) #177,Comic,1974-07-01 00:00:00+00:00,None
Adam Warlock,Incredible Hulk (1962) #176,Comic,1974-06-01 00:00:00+00:00,None
Adam Warlock,Warlock (1972) #8,Comic,1973-10-01 00:00:00+00:00,None
Adam Warlock,Warlock (1972) #7,Comic,1973-08-01 00:00:00+00:00,None
Adam Warlock,Warlock (1972) #6,Comic,1973-06-01 00:00:00+00:00,None
Adam Warlock,Warlock (1972) #5,Comic,1973-04-01 00:00:00+00:00,None
Adam Warlock,Warlock (1972) #4,Comic,1973-02-01 00:00:00+00:00,None
Adam Warlock,Warlock (1972) #3,Comic,1972-12-01 00:00:00+00:00,None
Adam Warlock,Warlock (1972) #2,Comic,1972-10-01 00:00:00+00:00,None
Adam Warlock,Warlock (1972) #1,Comic,1972-08-01 00:00:00+00:00,None
Adam Warlock,Marvel Premiere (1972) #2,Comic,1972-05-01 00:00:00+00:00,None
Adam Warlock,Marvel Premiere (1972) #1,Comic,1972-04-01 00:00:00+00:00,None
Alicia Masters,Fantastic Four (2022) #27,Comic,2024-12-18 00:00:00+00:00,None
Alicia Masters,Marvel Meow Infinity Comic (2022) #20,Digital Vertical Comic,2024-11-01 00:00:00+00:00,None
Alicia Masters,Fantastic Four (2022) #22,Comic,2024-07-31 00:00:00+00:00,None
Alicia Masters,Fantastic Four (2022) #21,Comic,2024-06-12 00:00:00+00:00,None
Alicia Masters,Fantastic Four (2022) #19,Comic,2024-04-10 00:00:00+00:00,None
Alicia Masters,Fantastic Four (2022) #18,Comic,2024-03-20 00:00:00+00:00,None
Alicia Masters,Fantastic Four (2022) #17,Comic,2024-02-07 00:00:00+00:00,None
Alicia Masters,Fantastic Four (2022) #15,Comic,2024-01-03 00:00:00+00:00,None
Alicia Masters,Fantastic Four (2022) #14,Comic,2023-12-06 00:00:00+00:00,None
Alicia Masters,Fantastic Four (2022) #9,Comic,2023-07-05 00:00:00+00:00,None
Alicia Masters,Fantastic Four (2022) #8,Comic,2023-06-07 00:00:00+00:00,None
Alicia Masters,Marvel Meow Infinity Comic (2022) #12,Digital Vertical Comic,2022-08-05 00:00:00+00:00,None
Alicia Masters,Fantastic Four Vol. 2: Mr. And Mrs. Grimm (Trade Paperback),Trade Paperback,2019-05-22 00:00:00+00:00,None
Alicia Masters,Fear Itself: FF (2011) #1,Comic,2011-07-20 00:00:00+00:00,None
Alicia Masters,Fantastic Four (1998) #584 (2nd Printing Variant),Comic,2011-01-26 00:00:00+00:00,None
Alicia Masters,Fantastic Four (1998) #584,Comic,2010-10-27 00:00:00+00:00,None
Alicia Masters,Fantastic Four Omnibus Vol. 1 (Hardcover),Hardcover,2007-11-14 00:00:00+00:00,None
Alicia Masters,FANTASTIC FOUR VISIONARIES: WALTER SIMONSON VOL. 1 TPB (Trade Paperback),Trade Paperback,2007-05-02 00:00:00+00:00,None
Alicia Masters,Essential Fantastic Four Vol. 4 (Trade Paperback),Trade Paperback,2005-06-15 00:00:00+00:00,None
Alicia Masters,FANTASTIC FOUR VISIONARIES: GEORGE PEREZ VOL. 1 TPB (Trade Paperback),Trade Paperback,2005-06-08 00:00:00+00:00,None
Alicia Masters,Fantastic Four Vol. 2 (Hardcover),Hardcover,2005-03-02 00:00:00+00:00,None
Alicia Masters,Fantastic Four Visionaries: John Byrne Vol. 3 (Trade Paperback),Trade Paperback,2004-12-29 00:00:00+00:00,None
Alicia Masters,Marvel Masterworks: The Fantastic Four Vol. 7 (Hardcover),Hardcover,2004-08-25 00:00:00+00:00,None
Alicia Masters,FANTASTIC FOUR VISIONARIES: JOHN BYRNE VOL. 2 TPB (Trade Paperback),Trade Paperback,2004-07-01 00:00:00+00:00,None
Alicia Masters,Fantastic Four (1998) #512,Comic,2004-04-21 00:00:00+00:00,None
Alicia Masters,Fantastic Four (1998) #509,Comic,2004-01-21 00:00:00+00:00,None
Alicia Masters,Fantastic Four: 1234 (2001) #4,Comic,2001-11-21 00:00:00+00:00,None
Alicia Masters,Fantastic Four: 1234 (2001) #3,Comic,2001-09-26 00:00:00+00:00,None
Alicia Masters,Fantastic Four: 1234 (2001) #2,Comic,2001-08-29 00:00:00+00:00,None
Alicia Masters,Fantastic Four: 1234 (2001) #1,Comic,2001-07-25 00:00:00+00:00,None
Alicia Masters,Universe X Special: 4 (2001) #1,Comic,2000-10-01 00:00:00+00:00,None
Alicia Masters,Universe X (2000),Comic,2000-09-01 00:00:00+00:00,None
Alicia Masters,Fantastic Four (1998) #27,Comic,2000-03-01 00:00:00+00:00,None
Alicia Masters,Galactus the Devourer (1999) #6,Comic,2000-02-01 00:00:00+00:00,None
Alicia Masters,Galactus the Devourer (1999) #5,Comic,2000-01-01 00:00:00+00:00,None
Alicia Masters,Galactus the Devourer (1999) #4,Comic,1999-12-01 00:00:00+00:00,None
Alicia Masters,Galactus the Devourer (1999) #3,Comic,1999-11-01 00:00:00+00:00,None
Alicia Masters,Galactus the Devourer (1999) #2,Comic,1999-10-01 00:00:00+00:00,None
Alicia Masters,Galactus the Devourer (1999) #1,Comic,1999-09-01 00:00:00+00:00,None
Alicia Masters,Silver Surfer (1987) #146,Comic,1998-11-01 00:00:00+00:00,None
Alicia Masters,Silver Surfer (1987) #145,Comic,1998-10-01 00:00:00+00:00,None
Alicia Masters,Silver Surfer (1987) #144,Comic,1998-10-01 00:00:00+00:00,None
Alicia Masters,Silver Surfer (1987) #143,Comic,1998-09-01 00:00:00+00:00,None
Alicia Masters,Silver Surfer (1987) #142,Comic,1998-08-01 00:00:00+00:00,None
Alicia Masters,Silver Surfer (1987) #141,Comic,1998-07-01 00:00:00+00:00,None
Alicia Masters,Silver Surfer (1987) #140,Comic,1998-06-01 00:00:00+00:00,None
Alicia Masters,Silver Surfer (1987) #139,Comic,1998-05-01 00:00:00+00:00,None
Alicia Masters,Fantastic Four (1961) #394,Comic,1994-11-01 00:00:00+00:00,None
Alicia Masters,Fantastic Four (1961) #393,Comic,1994-10-01 00:00:00+00:00,None
Alicia Masters,Fantastic Four (1961) #337,Comic,1990-02-01 00:00:00+00:00,None
Alicia Masters,Fantastic Four (1961) #334,Comic,1989-12-01 00:00:00+00:00,Acts of Vengeance!
Alicia Masters,Fantastic Four (1961) #332,Comic,1989-11-01 00:00:00+00:00,None
Alicia Masters,Fantastic Four (1961) #329,Comic,1989-08-01 00:00:00+00:00,None
Alicia Masters,Fantastic Four (1961) #328,Comic,1989-07-01 00:00:00+00:00,None
Alicia Masters,Fantastic Four (1961) #327,Comic,1989-06-01 00:00:00+00:00,None
Alicia Masters,Fantastic Four (1961) #326,Comic,1989-05-01 00:00:00+00:00,None
Alicia Masters,Fantastic Four (1961) #322,Comic,1989-01-01 00:00:00+00:00,Inferno
Alicia Masters,Fantastic Four (1961) #321,Comic,1988-12-01 00:00:00+00:00,None
Alicia Masters,Thing (1983) #16,Comic,1984-10-01 00:00:00+00:00,None
Alicia Masters,Thing (1983) #9,Comic,1984-03-01 00:00:00+00:00,None
Alicia Masters,Thing (1983) #8,Comic,1984-02-01 00:00:00+00:00,None
Alicia Masters,Fantastic Four (1961) #256,Comic,1983-07-01 00:00:00+00:00,None
Alicia Masters,Fantastic Four (1961) #255,Comic,1983-06-01 00:00:00+00:00,None
Alicia Masters,Fantastic Four (1961) #252,Comic,1983-03-01 00:00:00+00:00,None
Alicia Masters,Fantastic Four (1961) #251,Comic,1983-02-01 00:00:00+00:00,None
Alicia Masters,Fantastic Four (1961) #250,Comic,1983-01-01 00:00:00+00:00,None
Alicia Masters,Fantastic Four (1961) #245,Comic,1982-08-01 00:00:00+00:00,None
Alicia Masters,Marvel Two-in-One (1974) #75,Comic,1981-05-01 00:00:00+00:00,None
Alicia Masters,Marvel Two-in-One (1974) #37,Comic,1978-03-01 00:00:00+00:00,None
Alicia Masters,Marvel Two-in-One (1974) #33,Comic,1977-11-01 00:00:00+00:00,None
Alicia Masters,Marvel Two-in-One (1974) #32,Comic,1977-10-01 00:00:00+00:00,None
Alicia Masters,Marvel Two-in-One (1974) #28,Comic,1977-06-01 00:00:00+00:00,None
Alicia Masters,Fantastic Four (1961) #170,Comic,1976-05-01 00:00:00+00:00,None
Alicia Masters,Fantastic Four (1961) #169,Comic,1976-04-01 00:00:00+00:00,None
Alicia Masters,Fantastic Four (1961) #168,Comic,1976-03-01 00:00:00+00:00,None
Alicia Masters,Fantastic Four (1961) #164,Comic,1975-11-01 00:00:00+00:00,None
Alicia Masters,Fantastic Four (1961) #163,Comic,1975-10-01 00:00:00+00:00,None
Alicia Masters,Fantastic Four Annual (1963) #5,Comic,1967-11-01 00:00:00+00:00,None
Alicia Masters,Fantastic Four Annual (1963) #3,Comic,1965-10-01 00:00:00+00:00,None
Alicia Masters,Fantastic Four Annual (1963) #1,Comic,1963-09-01 00:00:00+00:00,None
Alicia Masters,Fantastic Four 1 2 3 4 (2001),Comic,,None
Amadeus Cho,Marvel's Voices Infinity Comic (2022) #11,Digital Vertical Comic,2022-08-10 00:00:00+00:00,None
Amadeus Cho,Marvel Meow Infinity Comic (2022) #12,Digital Vertical Comic,2022-08-05 00:00:00+00:00,None
Amadeus Cho,Marvel's Voices: Identity (2021) #1,Comic,2021-08-25 00:00:00+00:00,None
Amadeus Cho,Champions (2020) #5,Comic,2021-03-17 00:00:00+00:00,None
Amadeus Cho,Atlantis Attacks (2020) #5,Comic,2020-12-02 00:00:00+00:00,None
Amadeus Cho,Atlantis Attacks (2020) #4,Comic,2020-11-04 00:00:00+00:00,None
Amadeus Cho,Atlantis Attacks (2020) #3,Comic,2020-03-18 00:00:00+00:00,None
Amadeus Cho,Atlantis Attacks (2020) #2,Comic,2020-02-19 00:00:00+00:00,None
Amadeus Cho,Atlantis Attacks (2020) #1,Comic,2020-01-22 00:00:00+00:00,None
Amadeus Cho,Agents of Atlas (2019) #5,Comic,2019-12-18 00:00:00+00:00,None
Amadeus Cho,Agents of Atlas (2019) #4,Comic,2019-11-13 00:00:00+00:00,None
Amadeus Cho,Agents of Atlas (2019) #3,Comic,2019-10-23 00:00:00+00:00,None
Amadeus Cho,Champions (2019) #10,Comic,2019-10-02 00:00:00+00:00,None
Amadeus Cho,Champions (2019) #9,Comic,2019-09-04 00:00:00+00:00,None
Amadeus Cho,Agents of Atlas (2019) #2,Comic,2019-09-04 00:00:00+00:00,None
Amadeus Cho,Agents of Atlas (2019) #1,Comic,2019-08-07 00:00:00+00:00,None
Amadeus Cho,War of the Realms: New Agents of Atlas (2019) #3,Comic,2019-06-05 00:00:00+00:00,None
Amadeus Cho,War of the Realms: New Agents of Atlas (2019) #2,Comic,2019-05-22 00:00:00+00:00,None
Amadeus Cho,War of the Realms: New Agents of Atlas (2019) #1,Comic,2019-05-08 00:00:00+00:00,None
Amadeus Cho,Champions (2019) #4,Comic,2019-04-03 00:00:00+00:00,None
Amadeus Cho,Champions (2019) #3,Comic,2019-03-06 00:00:00+00:00,None
Amadeus Cho,Champions (2019) #2,Comic,2019-02-06 00:00:00+00:00,None
Amadeus Cho,Champions (2016) #27,Comic,2018-12-12 00:00:00+00:00,None
Amadeus Cho,Champions (2016) #26,Comic,2018-11-07 00:00:00+00:00,None
Amadeus Cho,Champions (2016) #25,Comic,2018-10-03 00:00:00+00:00,None
Amadeus Cho,Champions (2016) #24,Comic,2018-09-12 00:00:00+00:00,None
Amadeus Cho,Champions (2016) #23,Comic,2018-08-08 00:00:00+00:00,None
Amadeus Cho,Champions (2016) #22,Comic,2018-07-11 00:00:00+00:00,None
Amadeus Cho,Champions (2016) #21,Comic,2018-06-20 00:00:00+00:00,None
Amadeus Cho,Incredible Hulk (2017) #717,Comic,2018-05-23 00:00:00+00:00,None
Amadeus Cho,Champions (2016) #20,Comic,2018-05-23 00:00:00+00:00,None
Amadeus Cho,Hulk: Return to Planet Hulk (Trade Paperback),Trade Paperback,2018-05-16 00:00:00+00:00,None
Amadeus Cho,Incredible Hulk (2017) #716,Comic,2018-05-09 00:00:00+00:00,None
Amadeus Cho,Domino (2018) #2,Comic,2018-05-09 00:00:00+00:00,None
Amadeus Cho,Incredible Hulk (2017) #715,Comic,2018-04-18 00:00:00+00:00,None
Amadeus Cho,Champions (2016) #19,Comic,2018-04-11 00:00:00+00:00,None
Amadeus Cho,Champions (2016) #18,Comic,2018-03-28 00:00:00+00:00,None
Amadeus Cho,Incredible Hulk (2017) #714,Comic,2018-03-21 00:00:00+00:00,None
Amadeus Cho,Champions (2016) #17,Comic,2018-02-28 00:00:00+00:00,None
Amadeus Cho,Incredible Hulk (2017) #713,Comic,2018-02-21 00:00:00+00:00,None
Amadeus Cho,Incredible Hulk (2017) #712,Comic,2018-01-31 00:00:00+00:00,None
Amadeus Cho,Champions (2016) #16,Comic,2018-01-17 00:00:00+00:00,None
Amadeus Cho,The Totally Awesome Hulk Vol. 4: My Best Friends Are Monsters (Trade Paperback),Trade Paperback,2017-12-20 00:00:00+00:00,None
Amadeus Cho,Incredible Hulk (2017) #711,Comic,2017-12-20 00:00:00+00:00,None
Amadeus Cho,Champions (2016) #15,Comic,2017-12-20 00:00:00+00:00,None
Amadeus Cho,CHAMPIONS VOL. 2: THE FREELANCER LIFESTYLE (Trade Paperback),Trade Paperback,2017-12-13 00:00:00+00:00,None
Amadeus Cho,Avengers (2016) #674,Comic,2017-12-06 00:00:00+00:00,None
Amadeus Cho,Incredible Hulk (2017) #710,Comic,2017-11-15 00:00:00+00:00,None
Amadeus Cho,WEAPONS OF MUTANT DESTRUCTION (Trade Paperback),Trade Paperback,2017-10-25 00:00:00+00:00,None
Amadeus Cho,Champions (2016) #13,Comic,2017-10-18 00:00:00+00:00,None
Amadeus Cho,Incredible Hulk (2017) #709,Comic,2017-10-18 00:00:00+00:00,None
Amadeus Cho,Marvel Legacy (2017) #1,Comic,2017-09-27 00:00:00+00:00,None
Amadeus Cho,The Totally Awesome Hulk (2015) #23,Comic,2017-09-20 00:00:00+00:00,None
Amadeus Cho,Champions (2016) #12,Comic,2017-09-06 00:00:00+00:00,Secret Empire
Amadeus Cho,WEAPON X VOL. 1: WEAPONS OF MUTANT DESTRUCTION PRELUDE (Trade Paperback),Trade Paperback,2017-08-23 00:00:00+00:00,None
Amadeus Cho,The Totally Awesome Hulk (2015) #22,Comic,2017-08-16 00:00:00+00:00,None
Amadeus Cho,Champions (2016) #11,Comic,2017-08-02 00:00:00+00:00,Secret Empire
Amadeus Cho,Weapon X (2017) #6,Comic,2017-07-26 00:00:00+00:00,None
Amadeus Cho,The Totally Awesome Hulk (2015) #21,Comic,2017-07-19 00:00:00+00:00,None
Amadeus Cho,Weapon X (2017) #5,Comic,2017-07-12 00:00:00+00:00,None
Amadeus Cho,THE TOTALLY AWESOME HULK VOL. 3: BIG APPLE SHOWDOWN (Trade Paperback),Trade Paperback,2017-07-12 00:00:00+00:00,None
Amadeus Cho,Champions (2016) #10,Comic,2017-07-05 00:00:00+00:00,Secret Empire
Amadeus Cho,The Totally Awesome Hulk (2015) #20,Comic,2017-06-28 00:00:00+00:00,None
Amadeus Cho,GHOST RIDER: FOUR ON THE FLOOR (Trade Paperback),Trade Paperback,2017-06-28 00:00:00+00:00,None
Amadeus Cho,Weapons of Mutant Destruction: Alpha (2017) #1,Comic,2017-06-21 00:00:00+00:00,None
Amadeus Cho,Champions (2016) #9,Comic,2017-06-07 00:00:00+00:00,None
Amadeus Cho,Secret Empire: Uprising (2017) #1,Comic,2017-05-31 00:00:00+00:00,Secret Empire
Amadeus Cho,The Totally Awesome Hulk (2015) #19,Comic,2017-05-24 00:00:00+00:00,None
Amadeus Cho,Champions (2016) #8,Comic,2017-05-03 00:00:00+00:00,None
Amadeus Cho,CHAMPIONS VOL. 1: CHANGE THE WORLD (Trade Paperback),Trade Paperback,2017-05-03 00:00:00+00:00,None
Amadeus Cho,The Totally Awesome Hulk (2015) #18,Comic,2017-04-19 00:00:00+00:00,None
Amadeus Cho,Champions (2016) #7,Comic,2017-04-05 00:00:00+00:00,None
Amadeus Cho,Ghost Rider (2016) #5,Comic,2017-03-29 00:00:00+00:00,None
Amadeus Cho,The Totally Awesome Hulk (2015) #17,Comic,2017-03-15 00:00:00+00:00,None
Amadeus Cho,The Totally Awesome Hulk (2015) #1.1,Comic,2017-03-01 00:00:00+00:00,None
Amadeus Cho,Champions (2016) #6,Comic,2017-03-01 00:00:00+00:00,None
Amadeus Cho,Ghost Rider (2016) #4,Comic,2017-02-22 00:00:00+00:00,None
Amadeus Cho,Champions (2016) #5,Comic,2017-02-01 00:00:00+00:00,None
Amadeus Cho,The Totally Awesome Hulk (2015) #15,Comic,2017-01-25 00:00:00+00:00,None
Amadeus Cho,The Totally Awesome Hulk (2015) #14,Comic,2017-01-11 00:00:00+00:00,None
Amadeus Cho,Champions (2016) #4,Comic,2017-01-04 00:00:00+00:00,None
Amadeus Cho,Moon Girl and Devil Dinosaur (2015) #14,Comic,2016-12-28 00:00:00+00:00,None
Amadeus Cho,The Totally Awesome Hulk (2015) #13,Comic,2016-12-14 00:00:00+00:00,None
Amadeus Cho,Champions (2016) #3,Comic,2016-12-07 00:00:00+00:00,None
Amadeus Cho,The Totally Awesome Hulk (2015) #12,Comic,2016-11-30 00:00:00+00:00,None
Amadeus Cho,Moon Girl and Devil Dinosaur (2015) #13,Comic,2016-11-23 00:00:00+00:00,None
Amadeus Cho,Champions (2016) #2,Comic,2016-11-02 00:00:00+00:00,None
Amadeus Cho,Moon Girl and Devil Dinosaur (2015) #12,Comic,2016-10-26 00:00:00+00:00,None
Amadeus Cho,The Totally Awesome Hulk (2015) #11,Comic,2016-10-26 00:00:00+00:00,None
Amadeus Cho,Champions (2016) #1,Comic,2016-10-05 00:00:00+00:00,None
Amadeus Cho,The Totally Awesome Hulk (2015) #10,Comic,2016-09-28 00:00:00+00:00,None
Amadeus Cho,The Totally Awesome Hulk (2015) #9,Comic,2016-07-27 00:00:00+00:00,None
Amadeus Cho,The Totally Awesome Hulk (2015) #8,Comic,2016-07-06 00:00:00+00:00,None
Amadeus Cho,The Totally Awesome Hulk (2015) #7,Comic,2016-06-22 00:00:00+00:00,None
Amadeus Cho,The Totally Awesome Hulk (2015) #6,Comic,2016-05-25 00:00:00+00:00,None
Amadeus Cho,Savage Wolverine (2013) #5,Comic,2013-05-29 00:00:00+00:00,None
Amadeus Cho,Savage Wolverine (2013) #4,Comic,2013-04-17 00:00:00+00:00,None
Amadeus Cho,Savage Wolverine (2013) #3,Comic,2013-03-20 00:00:00+00:00,None
Amadeus Cho,Savage Wolverine (2013) #2,Comic,2013-02-20 00:00:00+00:00,None
Amadeus Cho,Fear Itself: The Home Front (2010) #7,Comic,2011-10-19 00:00:00+00:00,Fear Itself
Amadeus Cho,Fear Itself: The Home Front (2010) #6,Comic,2011-09-21 00:00:00+00:00,Fear Itself
Amadeus Cho,Incredible Hulks (2010) #635,Comic,2011-08-31 00:00:00+00:00,None
Amadeus Cho,Incredible Hulks (2010) #634,Comic,2011-08-10 00:00:00+00:00,None
Amadeus Cho,Incredible Hulks (2010) #633,Comic,2011-07-27 00:00:00+00:00,None
Amadeus Cho,Incredible Hulks (2010) #632,Comic,2011-07-13 00:00:00+00:00,None
Amadeus Cho,Incredible Hulks (2010) #631,Comic,2011-06-22 00:00:00+00:00,None
Amadeus Cho,Incredible Hulks (2010) #630,Comic,2011-06-08 00:00:00+00:00,None
Amadeus Cho,Incredible Hulks (2010) #629,Comic,2011-05-25 00:00:00+00:00,None
Amadeus Cho,Incredible Hulks (2010) #628,Comic,2011-05-11 00:00:00+00:00,None
Amadeus Cho,Incredible Hulks (2010) #627,Comic,2011-04-27 00:00:00+00:00,None
Amadeus Cho,Incredible Hulks (2010) #626,Comic,2011-04-13 00:00:00+00:00,None
Amadeus Cho,Marvel Zombies 5 (2010) #4,Comic,2010-06-30 00:00:00+00:00,None
Amadeus Cho,The Mighty Avengers (2007) #36,Comic,2010-04-28 00:00:00+00:00,Siege
Amadeus Cho,Hercules: Fall of an Avenger (2010) #2,Comic,2010-04-21 00:00:00+00:00,None
Amadeus Cho,The Mighty Avengers (2007) #35,Comic,2010-03-24 00:00:00+00:00,Siege
Amadeus Cho,Hercules: Fall of an Avenger (2010) #1,Comic,2010-03-17 00:00:00+00:00,None
Amadeus Cho,The Mighty Avengers (2007) #34,Comic,2010-03-03 00:00:00+00:00,Siege
Amadeus Cho,The Mighty Avengers (2007) #34 (DEADPOOL VARIANT),Comic,2010-03-03 00:00:00+00:00,None
Amadeus Cho,Incredible Hulks (2010) #607 (MCGUINNESS VARIANT),Comic,2010-02-17 00:00:00+00:00,None
Amadeus Cho,Incredible Hercules (2008) #141,Comic,2010-02-17 00:00:00+00:00,None
Amadeus Cho,The Mighty Avengers (2007) #33,Comic,2010-01-20 00:00:00+00:00,Siege
Amadeus Cho,Incredible Hercules (2008) #140,Comic,2010-01-20 00:00:00+00:00,None
Amadeus Cho,Incredible Hercules (2008) #139,Comic,2009-12-23 00:00:00+00:00,None
Amadeus Cho,The Mighty Avengers (2007) #32,Comic,2009-12-16 00:00:00+00:00,Siege
Amadeus Cho,Incredible Hercules (2008) #138,Comic,2009-11-25 00:00:00+00:00,None
Amadeus Cho,The Mighty Avengers (2007) #31,Comic,2009-11-18 00:00:00+00:00,None
Amadeus Cho,Incredible Hercules (2008) #137,Comic,2009-10-28 00:00:00+00:00,None
Amadeus Cho,The Mighty Avengers (2007) #30,Comic,2009-10-21 00:00:00+00:00,None
Amadeus Cho,The Mighty Avengers (2007) #29,Comic,2009-09-16 00:00:00+00:00,None
Amadeus Cho,The Mighty Avengers (2007) #28,Comic,2009-08-19 00:00:00+00:00,None
Amadeus Cho,The Mighty Avengers (2007) #27,Comic,2009-07-15 00:00:00+00:00,None
Amadeus Cho,The Mighty Avengers (2007) #26,Comic,2009-06-17 00:00:00+00:00,Dark Reign
Amadeus Cho,The Mighty Avengers (2007) #25,Comic,2009-06-03 00:00:00+00:00,Dark Reign
Amadeus Cho,Incredible Hercules (2008) #128,Comic,2009-04-22 00:00:00+00:00,Dark Reign
Amadeus Cho,The Mighty Avengers (2007) #24,Comic,2009-04-22 00:00:00+00:00,Dark Reign
Amadeus Cho,The Mighty Avengers (2007) #23,Comic,2009-03-25 00:00:00+00:00,Dark Reign
Amadeus Cho,The Mighty Avengers (2007) #22,Comic,2009-02-25 00:00:00+00:00,Dark Reign
Amadeus Cho,The Mighty Avengers (2007) #21,Comic,2009-02-04 00:00:00+00:00,Dark Reign
Amadeus Cho,Incredible Hercules (2008) #125,Comic,2009-01-28 00:00:00+00:00,None
Amadeus Cho,Incredible Hercules (2008) #124,Comic,2008-12-31 00:00:00+00:00,None
Amadeus Cho,Incredible Hercules (2008) #123,Comic,2008-11-26 00:00:00+00:00,None
Amadeus Cho,Incredible Hercules (2008) #122,Comic,2008-10-29 00:00:00+00:00,None
Amadeus Cho,Incredible Hercules (2008) #121,Comic,2008-09-17 00:00:00+00:00,None
Amadeus Cho,Incredible Hercules (2008) #120,Comic,2008-08-20 00:00:00+00:00,Secret Invasion
Amadeus Cho,Incredible Hercules (2008) #119,Comic,2008-07-16 00:00:00+00:00,Secret Invasion
Amadeus Cho,Incredible Hercules (2008) #118,Comic,2008-06-18 00:00:00+00:00,Secret Invasion
Amadeus Cho,Incredible Hercules (2008) #117,Comic,2008-05-21 00:00:00+00:00,Secret Invasion
Amadeus Cho,Incredible Hercules (2008) #116,Comic,2008-04-16 00:00:00+00:00,None
Amadeus Cho,Incredible Hercules (2008) #115,Comic,2008-03-19 00:00:00+00:00,None
Amadeus Cho,Incredible Hercules (2008) #114,Comic,2008-02-20 00:00:00+00:00,None
